time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-10-21T12:34:51.670Z,11.841,44.213,10,4.8,mwc,34,95.5,,1.4,us,usp000j9n5,2014-11-07T01:46:08.528Z,"101 km E of Obock, Djibouti",earthquake,,,,,reviewed,us,gcmt
2011-10-21T08:17:12.000Z,11.539,44.137,10,4.8,mb,27,129.9,,0.89,us,usp000j9n0,2014-11-07T01:46:08.501Z,"96 km E of Loyada, Djibouti",earthquake,,,,7,reviewed,us,us
2011-10-21T06:51:43.320Z,11.593,44.076,10,4.3,mb,24,173.8,,1.08,us,usp000j9mw,2014-11-07T01:46:08.435Z,"90 km E of Loyada, Djibouti",earthquake,,,,8,reviewed,us,us
2011-10-17T01:03:25.610Z,7.643,37.868,10,4.4,mb,16,110.9,,1.49,us,usp000j9es,2014-11-07T01:46:07.408Z,"Ethiopia",earthquake,,,,2,reviewed,us,us
2011-08-23T09:34:28.250Z,11.925,43.91,10,4.6,mb,28,94.4,,1.05,us,usp000j6ww,2014-11-07T01:45:41.454Z,"67 km E of Obock, Djibouti",earthquake,,,,5,reviewed,us,us
2011-08-23T04:56:52.870Z,12.01,44.089,10,4.9,mb,77,59.7,,0.87,us,usp000j6wj,2014-11-07T01:45:41.381Z,"87 km E of Obock, Djibouti",earthquake,,,,33,reviewed,us,us
2011-08-02T23:24:32.920Z,9.979,43.087,10,5,mwc,59,59.3,,1.15,us,usp000j5vv,2022-04-08T21:57:10.570Z,"34 km WNW of Baki, Somalia",earthquake,,,,,reviewed,us,gcmt
2011-07-23T21:07:27.250Z,12.867,47.816,10,4.1,mb,19,104,,1.47,us,usp000j5cz,2014-11-07T01:45:25.579Z,"193 km NNW of Las Khorey, Somalia",earthquake,,,,6,reviewed,us,us
2011-06-17T09:16:12.570Z,13.303,41.732,10,5.6,mwb,161,51.8,,1.05,us,usp000j3ap,2022-07-19T17:57:14.521Z,"69 km S of Edd, Eritrea",earthquake,,,,,reviewed,us,us
2011-06-13T21:43:35.720Z,12.471,48.157,10,4.6,mb,29,112.1,,1.16,us,usp000j34m,2014-11-07T01:45:05.330Z,"145 km N of Las Khorey, Somalia",earthquake,,,,11,reviewed,us,us
2011-06-12T21:41:55.800Z,13.377,41.62,2.5,4.6,mb,65,70,,0.86,us,usp000j332,2014-11-07T01:45:04.930Z,"61 km S of Edd, Eritrea",earthquake,,20.5,,25,reviewed,us,us
2011-06-12T21:37:13.320Z,13.213,41.792,12.2,4.5,mb,67,68.8,,1.11,us,usp000j331,2014-11-07T01:45:04.924Z,"80 km S of Edd, Eritrea",earthquake,,25.2,,25,reviewed,us,us
2011-06-12T21:31:08.720Z,13.34,41.542,13.1,4.6,mb,27,129.9,,0.76,us,usp000j330,2014-11-07T01:45:04.922Z,"67 km SSW of Edd, Eritrea",earthquake,,29.9,,4,reviewed,us,us
2011-06-12T21:17:11.220Z,13.408,41.548,10,4.6,mb,29,116.7,,0.98,us,usp000j32z,2014-11-07T01:45:04.919Z,"59 km SSW of Edd, Eritrea",earthquake,,,,7,reviewed,us,us
2011-06-12T21:03:23.160Z,13.53,41.641,10,5.4,mwc,249,49.7,,0.97,us,usp000j32y,2022-07-19T17:32:43.260Z,"44 km S of Edd, Eritrea",earthquake,,,,,reviewed,us,gcmt
2011-06-12T20:58:18.460Z,13.433,41.682,10,4,mb,27,125.5,,0.94,us,usp000j32w,2014-11-07T01:45:04.886Z,"55 km S of Edd, Eritrea",earthquake,,,,4,reviewed,us,us
2011-06-12T20:32:40.490Z,13.414,41.735,10,5.6,mww,210,49.6,,1,us,usp000j32u,2022-04-08T21:51:09.191Z,"57 km S of Edd, Eritrea",earthquake,,,,,reviewed,us,us
2011-06-12T20:23:06.400Z,13.392,41.62,10,4.3,mb,24,70.2,,0.98,us,usp000j32s,2014-11-07T01:45:04.846Z,"60 km S of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T20:10:54.780Z,13.153,41.661,10,4.1,mb,24,190.1,,0.77,us,usp000j32r,2014-11-07T01:45:04.844Z,"86 km S of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T19:57:43.910Z,13.377,41.665,10,4.4,mb,17,118.7,,0.86,us,usp000j32q,2014-11-07T01:45:04.842Z,"61 km S of Edd, Eritrea",earthquake,,,,2,reviewed,us,us
2011-06-12T19:44:16.310Z,13.409,41.711,10,4.8,mb,71,64,,1.09,us,usp000j32n,2014-11-07T01:45:04.830Z,"57 km S of Edd, Eritrea",earthquake,,,,25,reviewed,us,us
2011-06-12T19:38:03.460Z,13.226,41.735,10,4.5,mb,36,119.5,,1.15,us,usp000j32m,2014-11-07T01:45:04.827Z,"78 km S of Edd, Eritrea",earthquake,,,,7,reviewed,us,us
2011-06-12T19:37:43.850Z,13.441,41.667,10,4.8,mb,52,71.8,,1.06,us,usp000j32k,2014-11-07T01:45:04.823Z,"54 km S of Edd, Eritrea",earthquake,,,,11,reviewed,us,us
2011-06-12T19:31:19.750Z,13.251,41.795,10,4.2,mb,29,72.2,,0.94,us,usp000j32j,2014-11-07T01:45:04.821Z,"76 km S of Edd, Eritrea",earthquake,,,,4,reviewed,us,us
2011-06-12T19:23:55.520Z,13.312,41.72,10,4.6,mb,21,118.5,,0.97,us,usp000j32h,2014-11-07T01:45:04.819Z,"68 km S of Edd, Eritrea",earthquake,,,,2,reviewed,us,us
2011-06-12T19:21:50.810Z,13.303,41.801,10,5,mwc,99,49.6,,1.11,us,usp000j32g,2022-04-08T21:51:07.569Z,"70 km S of Edd, Eritrea",earthquake,,,,,reviewed,us,gcmt
2011-06-12T19:03:37.210Z,13.428,41.727,10,4.2,mb,35,73,,1.25,us,usp000j32e,2014-11-07T01:45:04.806Z,"55 km S of Edd, Eritrea",earthquake,,,,6,reviewed,us,us
2011-06-12T18:56:12.850Z,13.262,41.765,10,4,mb,15,126.2,,1.18,us,usp000j32d,2014-11-07T01:45:04.805Z,"74 km S of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T18:48:51.500Z,13.353,41.818,10,4,mb,29,74.1,,1.21,us,usp000j32c,2014-11-07T01:45:04.802Z,"65 km SSE of Edd, Eritrea",earthquake,,,,4,reviewed,us,us
2011-06-12T18:01:21.720Z,13.196,41.818,10,4.4,mb,40,72,,1.2,us,usp000j328,2014-11-07T01:45:04.789Z,"82 km S of Edd, Eritrea",earthquake,,,,9,reviewed,us,us
2011-06-12T17:47:20.290Z,13.332,41.693,10,4.7,mb,48,77.1,,1.36,us,usp000j327,2014-11-07T01:45:04.785Z,"66 km S of Edd, Eritrea",earthquake,,,,13,reviewed,us,us
2011-06-12T17:24:38.940Z,13.097,41.779,10,4,mb,16,128.7,,0.79,us,usp000j325,2014-11-07T01:45:04.781Z,"92 km S of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T17:18:09.640Z,13.344,41.766,10,4.8,mb,95,49.6,,1.13,us,usp000j324,2022-04-08T21:51:05.652Z,"65 km S of Edd, Eritrea",earthquake,,,,38,reviewed,us,us
2011-06-12T17:10:34.810Z,12.91,41.74,10,4,mb,20,69,,0.9,us,usp000j323,2014-11-07T01:45:04.772Z,"108 km W of Assab, Eritrea",earthquake,,,,2,reviewed,us,us
2011-06-12T17:09:06.310Z,12.969,41.023,10,4.5,mb,8,185.9,,1.39,us,usp000j322,2014-11-07T01:45:04.770Z,"128 km SW of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T17:00:00.600Z,13.311,41.696,10,4.2,mb,15,164,,0.76,us,usp000j31z,2014-11-07T01:45:04.765Z,"68 km S of Edd, Eritrea",earthquake,,2,,2,reviewed,us,us
2011-06-12T16:51:00.390Z,13.349,41.763,10,4.3,mb,18,124.9,,0.88,us,usp000j31x,2014-11-07T01:45:04.760Z,"64 km S of Edd, Eritrea",earthquake,,0,,2,reviewed,us,us
2011-06-12T16:44:40.870Z,13.337,41.659,10,4.7,mb,14,127.5,,0.6,us,usp000j31w,2014-11-07T01:45:04.759Z,"65 km S of Edd, Eritrea",earthquake,,0,,1,reviewed,us,us
2011-06-12T16:33:10.730Z,13.294,41.756,10,4.3,mb,31,126,,0.58,us,usp000j31v,2014-11-07T01:45:04.756Z,"70 km S of Edd, Eritrea",earthquake,,,,2,reviewed,us,us
2011-06-12T16:27:49.900Z,13.305,41.654,10,4.8,mb,16,77.2,,1.16,us,usp000j31u,2014-11-07T01:45:04.754Z,"69 km S of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T16:24:44.070Z,13.398,41.726,10,4.8,mb,88,49.6,,0.94,us,usp000j31s,2014-11-07T01:45:04.745Z,"59 km S of Edd, Eritrea",earthquake,,0,,28,reviewed,us,us
2011-06-12T16:22:11.160Z,13.282,41.716,10,4.2,mb,16,127.1,,0.64,us,usp000j31q,2014-11-07T01:45:04.741Z,"71 km S of Edd, Eritrea",earthquake,,0,,2,reviewed,us,us
2011-06-12T16:12:03.180Z,13.322,41.781,12.5,4.7,mb,72,49.6,,0.92,us,usp000j31p,2014-11-07T01:45:04.735Z,"68 km S of Edd, Eritrea",earthquake,,19.6,,22,reviewed,us,us
2011-06-12T16:09:30.950Z,13.331,41.76,10,4.5,mb,43,76.9,,0.95,us,usp000j31n,2014-11-07T01:45:04.732Z,"66 km S of Edd, Eritrea",earthquake,,,,10,reviewed,us,us
2011-06-12T15:38:52.000Z,13.339,41.637,10,4,mb,18,119.9,,1.18,us,usp000j31j,2014-11-07T01:45:04.726Z,"65 km S of Edd, Eritrea",earthquake,,,,1,reviewed,us,us
2011-06-12T15:37:04.110Z,13.42,41.694,1.9,5.1,mwc,129,49.7,,0.86,us,usp000j31h,2022-04-08T21:50:58.839Z,"56 km S of Edd, Eritrea",earthquake,,14.1,,,reviewed,us,gcmt
2011-06-10T18:16:54.400Z,12.467,47.647,10,4.7,mb,46,90.7,,1.19,us,usp000j2yq,2014-11-07T01:45:04.127Z,"156 km NNW of Las Khorey, Somalia",earthquake,,,,19,reviewed,us,us
2011-06-10T17:46:57.690Z,12.435,47.609,10,4.4,mb,64,93.9,,0.88,us,usp000j2yn,2014-11-07T01:45:04.119Z,"154 km NNW of Las Khorey, Somalia",earthquake,,,,18,reviewed,us,us
2011-06-09T19:02:26.970Z,12.428,47.5,10,4.6,mb,37,93.8,,1.08,us,usp000j2x7,2014-11-07T01:45:03.513Z,"159 km NNW of Las Khorey, Somalia",earthquake,,,,11,reviewed,us,us
2011-06-02T23:58:46.160Z,11.672,44.037,10,4,mb,18,178.5,,0.95,us,usp000j2ky,2014-11-07T01:45:00.812Z,"87 km ESE of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2011-06-02T23:21:15.860Z,12.034,43.889,10,4.2,mb,14,84,,1.47,us,usp000j2kv,2014-11-07T01:45:00.801Z,"65 km E of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2011-05-31T00:36:20.340Z,12.409,47.29,10.7,4.5,mb,72,66.5,,0.98,us,usp000j2fe,2014-11-07T01:44:56.461Z,"169 km NW of Las Khorey, Somalia",earthquake,,22.9,,26,reviewed,us,us
2011-05-15T05:24:44.570Z,11.957,44.348,10,4,mb,15,140.9,,0.94,us,usp000j1mm,2014-11-07T01:44:51.257Z,"115 km E of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2011-04-19T09:37:54.750Z,11.819,44.023,10,4.7,mb,50,95,,1.03,us,usp000j08b,2014-11-07T01:44:35.349Z,"81 km ESE of Obock, Djibouti",earthquake,,,,13,reviewed,us,us
2011-04-19T09:08:03.160Z,11.923,43.992,10,4.8,mb,53,94.7,,1.18,us,usp000j089,2014-11-07T01:44:35.342Z,"76 km E of Obock, Djibouti",earthquake,,,,16,reviewed,us,us
2011-03-31T18:33:38.040Z,13.17,41.829,6.5,4.5,mb,67,53.7,,1.05,us,usp000hz0n,2014-11-07T01:44:23.039Z,"85 km S of Edd, Eritrea",earthquake,,20.5,,19,reviewed,us,us
2011-03-31T02:24:47.920Z,12.007,43.782,10,4.2,mb,30,166.8,,1.26,us,usp000hyyw,2014-11-07T01:44:22.756Z,"53 km E of Obock, Djibouti",earthquake,,,,6,reviewed,us,us
2011-03-30T01:42:49.170Z,11.993,44.061,10,4.9,mb,70,92.5,,0.88,us,usp000hywr,2014-11-07T01:44:22.251Z,"84 km E of Obock, Djibouti",earthquake,,,,29,reviewed,us,us
2011-03-30T01:27:52.380Z,11.825,44.047,10,4.4,mb,41,128.5,,0.85,us,usp000hywq,2014-11-07T01:44:22.248Z,"84 km E of Obock, Djibouti",earthquake,,,,10,reviewed,us,us
2011-03-19T20:08:10.360Z,6.659,38.521,10,5,mwc,115,48.6,,0.96,us,usp000hxyv,2022-07-19T09:14:11.641Z,"13 km ENE of Wendo, Ethiopia",earthquake,,,,,reviewed,us,gcmt
2011-03-13T20:16:44.430Z,11.902,44.086,10,4.1,mb,18,98.7,,1.19,us,usp000hwz3,2014-11-07T01:44:06.989Z,"87 km E of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2011-03-13T15:35:00.220Z,11.865,44.006,10,4.9,mb,13,178,,0.97,us,usp000hwx7,2014-11-07T01:44:06.519Z,"78 km E of Obock, Djibouti",earthquake,,0,,1,reviewed,us,us
2011-03-13T14:08:09.310Z,11.852,44.024,10,4.3,mb,13,178.8,,0.87,us,usp000hwwk,2014-11-07T01:44:06.245Z,"81 km E of Obock, Djibouti",earthquake,,,,2,reviewed,us,us
2011-02-25T22:29:51.780Z,11.649,44.282,10,4.2,mb,18,152.6,,0.99,us,usp000hv2s,2014-11-07T01:43:43.940Z,"113 km ESE of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2011-02-19T15:02:35.210Z,11.817,44.207,10,4,mb,12,144.9,,1.03,us,usp000hus0,2014-11-07T01:43:41.406Z,"101 km E of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2011-02-19T11:19:44.350Z,11.654,44.119,10,4.3,mb,22,95.6,,0.98,us,usp000hurr,2014-11-07T01:43:41.367Z,"96 km ENE of Loyada, Djibouti",earthquake,,,,2,reviewed,us,us
2011-02-18T19:29:24.990Z,11.682,44.137,10,4.7,mb,25,150.2,,0.93,us,usp000huqj,2014-11-07T01:43:41.163Z,"97 km ESE of Obock, Djibouti",earthquake,,,,9,reviewed,us,us
2011-02-18T12:27:16.360Z,11.621,44.18,10,4.2,mb,16,190.5,,0.94,us,usp000hupx,2014-11-07T01:43:41.084Z,"102 km E of Loyada, Djibouti",earthquake,,,,2,reviewed,us,us
2011-02-18T03:02:21.440Z,11.85,44.093,10,4.3,mb,15,179.7,,0.8,us,usp000hup5,2014-11-07T01:43:40.972Z,"88 km E of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2011-02-17T21:57:30.670Z,11.752,44.139,10,4,mb,14,137.5,,0.66,us,usp000hunr,2014-11-07T01:43:40.925Z,"95 km ESE of Obock, Djibouti",earthquake,,,,5,reviewed,us,us
2011-02-17T21:03:23.530Z,11.723,44.136,10,4.1,mb,15,185.8,,0.8,us,usp000hunp,2014-11-07T01:43:40.920Z,"96 km ESE of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2011-02-17T11:33:55.350Z,11.63,44.104,10,4.4,mb,21,152.4,,1.01,us,usp000hun5,2014-11-07T01:43:40.864Z,"94 km ENE of Loyada, Djibouti",earthquake,,,,2,reviewed,us,us
2011-02-12T17:18:22.910Z,11.882,44.016,10,4.3,mb,20,140,,1.14,us,usp000hue8,2014-11-07T01:43:39.697Z,"79 km E of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2011-02-01T11:24:32.030Z,11.778,43.957,10,4.8,mb,70,94.8,,0.98,us,usp000htya,2014-11-07T01:43:34.879Z,"75 km ESE of Obock, Djibouti",earthquake,,,,17,reviewed,us,us
2011-01-30T03:48:34.110Z,11.944,43.868,10,4.8,mb,43,94.2,,1.13,us,usp000htuc,2014-11-07T01:43:31.644Z,"63 km E of Obock, Djibouti",earthquake,,,,16,reviewed,us,us
2011-01-30T02:28:43.060Z,11.991,44.033,10,5,mwc,86,59.7,,1.02,us,usp000htu6,2014-11-07T01:43:31.609Z,"81 km E of Obock, Djibouti",earthquake,,,,,reviewed,us,gcmt
2011-01-30T02:18:16.920Z,11.676,44.059,10,4.1,mb,21,99.1,,1.38,us,usp000htu5,2014-11-07T01:43:31.607Z,"89 km ESE of Obock, Djibouti",earthquake,,,,8,reviewed,us,us
2011-01-18T17:02:29.200Z,11.988,43.986,10,4.4,mb,13,131.7,,1.19,us,usp000htb0,2014-11-07T01:43:27.507Z,"76 km E of Obock, Djibouti",earthquake,,,,2,reviewed,us,us
2011-01-18T16:35:54.660Z,11.9,44.07,10,4.8,mb,37,95,,0.87,us,usp000htaz,2014-11-07T01:43:27.504Z,"85 km E of Obock, Djibouti",earthquake,,0,,6,reviewed,us,us
2011-01-16T05:37:51.380Z,11.844,44.004,10,4.2,mb,21,98.6,,0.77,us,usp000ht6u,2014-11-07T01:43:26.869Z,"79 km E of Obock, Djibouti",earthquake,,,,2,reviewed,us,us
2011-01-16T04:42:10.360Z,11.738,44.072,10,4,mb,13,178.5,,0.97,us,usp000ht6s,2014-11-07T01:43:26.866Z,"89 km ESE of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2011-01-10T02:29:57.570Z,12.036,43.985,10,5.1,mwc,75,48,,0.78,us,usp000hsv0,2014-11-07T01:43:24.932Z,"76 km E of Obock, Djibouti",earthquake,,,,,reviewed,us,gcmt
2010-12-31T22:04:44.350Z,11.884,44.059,10,4.8,mb,48,95,,0.72,us,usp000hscp,2014-11-07T01:43:16.937Z,"84 km E of Obock, Djibouti",earthquake,,,,22,reviewed,us,us
2010-12-31T18:09:32.050Z,11.871,44.001,10,4.7,mb,56,94.8,,0.91,us,usp000hscf,2014-11-07T01:43:16.896Z,"78 km E of Obock, Djibouti",earthquake,,,,15,reviewed,us,us
2010-12-29T18:34:34.470Z,11.715,44.016,10,4.3,mb,12,185.3,,0.72,us,usp000hs94,2014-11-07T01:43:16.416Z,"84 km ESE of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2010-12-21T17:16:40.610Z,12,43.845,10,4.5,mb,30,131.9,,0.95,us,usp000hr96,2014-11-07T01:43:10.485Z,"60 km E of Obock, Djibouti",earthquake,,,,11,reviewed,us,us
2010-12-19T19:24:35.940Z,12.029,44.012,10,4.6,mb,26,90.8,,1.21,us,usp000hr5j,2014-11-07T01:43:09.856Z,"79 km E of Obock, Djibouti",earthquake,,,,5,reviewed,us,us
2010-12-19T12:14:24.510Z,7.521,37.839,10,5.1,mwc,115,36.5,,0.88,us,usp000hr4z,2022-05-02T22:29:38.947Z,"3 km SSW of Hosa’ina, Ethiopia",earthquake,,,,,reviewed,us,gcmt
2010-12-18T02:09:36.720Z,11.502,44.143,10,4,mb,13,195.8,,0.93,us,usp000hr2k,2014-11-07T01:43:08.770Z,"97 km E of Loyada, Djibouti",earthquake,,,,5,reviewed,us,us
2010-12-15T06:53:00.660Z,11.836,44.041,10,4,mb,16,132.3,,0.77,us,usp000hqy6,2014-11-07T01:43:07.232Z,"83 km E of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2010-12-12T20:09:00.170Z,11.837,43.988,10,4.2,mb,12,179.1,,1.32,us,usp000hqv6,2014-11-07T01:43:06.593Z,"77 km E of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2010-12-12T19:59:19.940Z,11.926,43.941,10,4,mb,20,94.5,,1.2,us,usp000hqv5,2014-11-07T01:43:06.591Z,"71 km E of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2010-12-11T14:06:25.480Z,11.927,43.983,10,5,mwc,55,82.9,,0.95,us,usp000hqt7,2016-11-10T02:37:15.459Z,"75 km E of Obock, Djibouti",earthquake,,,,,reviewed,us,gcmt
2010-12-11T14:02:17.360Z,11.911,43.996,10,4.4,mb,18,63.2,,1.16,us,usp000hqt6,2014-11-07T01:43:06.273Z,"77 km E of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2010-12-06T12:55:06.020Z,11.925,44.1,10,4.7,mb,27,139.3,,0.95,us,usp000hqka,2014-11-07T01:43:04.889Z,"88 km E of Obock, Djibouti",earthquake,,,,1,reviewed,us,us
2010-12-06T11:34:46.330Z,11.888,44.031,10,4.5,mb,34,94.9,,0.9,us,usp000hqk6,2014-11-07T01:43:04.865Z,"81 km E of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2010-12-05T02:34:56.010Z,11.898,44.024,10,4.4,mb,29,139.4,,0.9,us,usp000hqhp,2014-11-07T01:43:04.418Z,"80 km E of Obock, Djibouti",earthquake,,,,9,reviewed,us,us
2010-12-05T02:31:50.270Z,11.656,44.068,10,4.3,mb,19,188.5,,1.08,us,usp000hqhn,2014-11-07T01:43:04.414Z,"91 km ENE of Loyada, Djibouti",earthquake,,,,6,reviewed,us,us
2010-12-05T01:07:29.430Z,12.017,43.971,10,4.3,mb,40,94.4,,1.28,us,usp000hqhh,2014-11-07T01:43:04.399Z,"74 km E of Obock, Djibouti",earthquake,,,,9,reviewed,us,us
2010-12-02T13:30:47.390Z,11.866,44.06,10,4.3,mb,20,95,,1.46,us,usp000hqef,2014-11-07T01:43:03.277Z,"84 km E of Obock, Djibouti",earthquake,,,,2,reviewed,us,us
2010-11-30T11:05:50.830Z,11.919,43.84,10,4,mb,13,110.9,,1.05,us,usp000hqbd,2014-11-07T01:42:59.298Z,"60 km E of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2010-11-30T09:34:21.500Z,11.955,43.966,10,4.4,mb,30,127.1,,1.21,us,usp000hqb8,2014-11-07T01:42:59.276Z,"73 km E of Obock, Djibouti",earthquake,,,,6,reviewed,us,us
2010-11-27T19:05:03.480Z,12.003,43.947,10,4.8,mb,21,92.9,,1.46,us,usp000hq7f,2014-11-07T01:42:58.660Z,"71 km E of Obock, Djibouti",earthquake,,,,2,reviewed,us,us
2010-11-27T18:22:34.820Z,11.596,43.925,10,4.8,mb,8,166,,1.61,us,usp000hq7c,2014-11-07T01:42:58.647Z,"74 km ENE of Loyada, Djibouti",earthquake,,,,4,reviewed,us,us
2010-11-25T22:41:16.480Z,11.869,44.036,10,4.7,mb,51,35.2,,1.18,us,usp000hq41,2014-11-07T01:42:58.135Z,"82 km E of Obock, Djibouti",earthquake,,,,18,reviewed,us,us
2010-11-25T13:43:57.460Z,11.971,43.984,10,4.3,mb,28,94.6,,1.04,us,usp000hq3d,2014-11-07T01:42:58.068Z,"75 km E of Obock, Djibouti",earthquake,,0,,4,reviewed,us,us
2010-11-25T07:11:05.690Z,11.782,44.049,10,4.6,mb,36,95.1,,1.18,us,usp000hq34,2014-11-07T01:42:58.039Z,"85 km ESE of Obock, Djibouti",earthquake,,,,9,reviewed,us,us
2010-11-24T19:09:10.150Z,11.923,44.01,10,4,mb,24,138.1,,1.03,us,usp000hq27,2014-11-07T01:42:57.581Z,"78 km E of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2010-11-24T13:36:18.580Z,11.968,44.043,10,4.6,mb,40,61,,1.09,us,usp000hq1s,2014-11-07T01:42:57.521Z,"82 km E of Obock, Djibouti",earthquake,,0,,8,reviewed,us,us
2010-11-24T08:20:47.110Z,11.889,43.853,10,4.1,mb,17,137.2,,1.2,us,usp000hq1c,2014-11-07T01:42:57.457Z,"62 km E of Obock, Djibouti",earthquake,,,,2,reviewed,us,us
2010-11-23T20:40:08.880Z,10.239,42.775,10,4.1,mb,13,131.6,,1.35,us,usp000hq0k,2014-11-07T01:42:57.348Z,"77 km WNW of Baki, Somalia",earthquake,,,,4,reviewed,us,us
2010-11-23T14:31:36.440Z,11.923,43.686,10,4.4,mb,27,93.6,,1.14,us,usp000hq09,2014-11-07T01:42:57.306Z,"43 km E of Obock, Djibouti",earthquake,,0,,4,reviewed,us,us
2010-11-23T04:47:08.040Z,11.722,43.782,10,4.1,mb,20,94.3,,1.04,us,usp000hpzu,2014-11-07T01:42:57.225Z,"60 km ESE of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2010-11-22T22:03:21.380Z,11.812,43.796,0.6,4.6,mb,37,94.2,,1.3,us,usp000hpzf,2014-11-07T01:42:57.170Z,"57 km ESE of Obock, Djibouti",earthquake,,23.1,,7,reviewed,us,us
2010-11-22T15:10:02.350Z,11.904,43.903,10,4.1,mb,9,141,,1.13,us,usp000hpz2,2014-11-07T01:42:57.110Z,"67 km E of Obock, Djibouti",earthquake,,0,,1,reviewed,us,us
2010-11-21T22:26:14.390Z,12.023,44.136,14.7,4.9,mb,54,68.2,,0.91,us,usp000hpy9,2014-11-07T01:42:56.982Z,"92 km E of Obock, Djibouti",earthquake,,24.6,,22,reviewed,us,us
2010-11-21T22:12:24.940Z,11.519,44.051,10,4.7,mb,20,195.1,,1.07,us,usp000hpy7,2014-11-07T01:42:56.974Z,"87 km E of Loyada, Djibouti",earthquake,,,,5,reviewed,us,us
2010-11-20T23:38:34.950Z,11.928,43.973,10,4.8,mb,57,63.1,,0.93,us,usp000hpwx,2014-11-07T01:42:56.771Z,"74 km E of Obock, Djibouti",earthquake,,,,22,reviewed,us,us
2010-11-20T23:28:57.060Z,11.798,43.961,10,4,mb,20,180.7,,1.33,us,usp000hpww,2014-11-07T01:42:56.768Z,"75 km ESE of Obock, Djibouti",earthquake,,,,4,reviewed,us,us
2010-11-20T11:53:57.220Z,12.012,43.925,10,4.5,mb,27,62.7,,1,us,usp000hpw9,2014-11-07T01:42:56.665Z,"69 km E of Obock, Djibouti",earthquake,,,,5,reviewed,us,us
2010-11-20T01:55:27.700Z,11.827,44.018,10,4.6,mb,37,94.9,,0.88,us,usp000hpvq,2014-11-07T01:42:56.538Z,"80 km E of Obock, Djibouti",earthquake,,,,15,reviewed,us,us
2010-11-20T01:55:10.070Z,11.791,44.014,10,4.2,mb,29,97.5,,1.17,us,usp000hpvp,2014-11-07T01:42:56.535Z,"81 km ESE of Obock, Djibouti",earthquake,,,,11,reviewed,us,us
2010-11-18T02:25:51.370Z,11.922,43.947,10,4.8,mb,47,63.4,,1.02,us,usp000hptr,2014-11-07T01:42:56.233Z,"71 km E of Obock, Djibouti",earthquake,,,,24,reviewed,us,us
2010-11-18T01:56:53.670Z,12.009,43.986,10,5,mwc,39,94.5,,1.22,us,usp000hptp,2016-11-10T02:36:21.662Z,"76 km E of Obock, Djibouti",earthquake,,,,,reviewed,us,gcmt
2010-11-17T20:45:37.120Z,11.992,43.943,10,4.5,mb,20,94.4,,1.16,us,usp000hptc,2014-11-07T01:42:56.168Z,"71 km E of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2010-11-17T20:28:29.820Z,11.93,44.115,10,4.8,mb,34,59.7,,0.91,us,usp000hpta,2014-11-07T01:42:56.159Z,"90 km E of Obock, Djibouti",earthquake,,,,11,reviewed,us,us
2010-11-17T08:29:59.460Z,11.734,43.899,10,4,mb,23,94.7,,0.94,us,usp000hpsq,2014-11-07T01:42:56.047Z,"71 km ESE of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2010-11-17T01:45:11.000Z,12.142,43.535,10,4.2,mb,16,92.8,,1.42,us,usp000hpsg,2014-11-07T01:42:56.028Z,"33 km NE of Obock, Djibouti",earthquake,,,,7,reviewed,us,us
2010-11-16T22:58:35.170Z,11.791,43.981,10,4.8,mb,24,159,,0.95,us,usp000hps8,2014-11-07T01:42:55.986Z,"77 km ESE of Obock, Djibouti",earthquake,,,,3,reviewed,us,us
2010-11-16T22:53:36.920Z,11.843,43.949,8.8,4.7,mb,24,84,,1.52,us,usp000hps7,2014-11-07T01:42:55.983Z,"73 km E of Obock, Djibouti",earthquake,,5.8,,8,reviewed,us,us
